,row_id,order_id,order_date,ship_date,ship_mode,custumer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,order_year,order_month,shipping_delay,sales_log
2654,2655,CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,2018,9,4 days,7.165447106134201
2655,2656,CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2018,9,4 days,3.280309531052293
2656,2657,CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2018,9,4 days,5.571164950041362
2657,2658,CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,2018,9,4 days,2.7343675094195836
2658,2659,CA-2017-150343,2017-08-16,2017-08-20,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110.0,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,2017,8,4 days,2.4731713935695794
2659,2660,CA-2016-135538,2016-12-24,2016-12-28,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234.0,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,883.84,2016,12,4 days,6.785406837702822
2660,2661,CA-2018-123372,2018-11-28,2018-12-02,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,1979.89,2018,12,4 days,7.591301517645483
2661,2662,CA-2018-123372,2018-11-28,2018-12-02,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035.0,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2018,12,4 days,4.3939552055391555
2662,2663,CA-2018-159604,2018-04-14,2018-04-15,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807.0,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,8.76,2018,4,1 days,2.278292400425001
2663,2664,CA-2017-164784,2017-05-01,2017-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,2017,5,3 days,1.606232781485152
2664,2665,CA-2017-164784,2017-05-01,2017-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,2017,5,3 days,5.917871826804609
2665,2666,CA-2017-164784,2017-05-01,2017-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2017,5,3 days,1.3196202278518978
2666,2667,CA-2017-111794,2017-10-01,2017-10-01,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109.0,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,2017,10,0 days,4.388406241637921
2667,2668,CA-2017-111794,2017-10-01,2017-10-01,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109.0,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,28.352,2017,10,0 days,3.379360687052981
2668,2669,US-2016-139759,2016-08-25,2016-08-30,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,2016,8,5 days,3.7325134911339974
2669,2670,US-2016-139759,2016-08-25,2016-08-30,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045.0,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,2016,8,5 days,4.672454932793688
2670,2671,CA-2015-126403,2015-09-09,2015-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,2015,9,3 days,5.120625078137744
2671,2672,CA-2015-126403,2015-09-09,2015-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,2015,9,3 days,6.668075759027828
2672,2673,CA-2015-126403,2015-09-09,2015-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2015,9,3 days,3.3032169733019514
2673,2674,CA-2015-126403,2015-09-09,2015-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,2015,9,3 days,7.190562991017657
2674,2675,CA-2018-136875,2018-12-03,2018-12-03,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024.0,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44,2018,12,0 days,5.120625078137744
2675,2676,CA-2018-132185,2018-11-27,2018-12-02,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806.0,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,8.76,2018,12,5 days,2.278292400425001
2676,2677,CA-2018-132185,2018-11-27,2018-12-02,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806.0,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584,2018,12,5 days,3.7973750502672354
2677,2678,US-2015-160780,2015-06-21,2015-06-21,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001.0,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,2015,6,0 days,2.4922132249704383
2678,2679,US-2015-160780,2015-06-21,2015-06-21,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001.0,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164,2015,6,0 days,3.2643844200989665
2679,2680,CA-2018-127026,2018-01-21,2018-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,14.4,2018,1,6 days,2.7343675094195836
2680,2681,CA-2018-127026,2018-01-21,2018-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,2018,1,6 days,6.431250563394042
2681,2682,CA-2018-127026,2018-01-21,2018-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,2018,1,6 days,4.505570820765336
2682,2683,CA-2018-127026,2018-01-21,2018-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,2018,1,6 days,5.863554468110698
2683,2684,CA-2018-127026,2018-01-21,2018-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,2018,1,6 days,5.111927545578128
2684,2685,CA-2018-137085,2018-06-29,2018-07-06,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.552,2018,7,7 days,5.7479652155366985
2685,2686,CA-2017-133123,2017-09-06,2017-09-11,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360.0,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,2017,9,5 days,4.574216010666186
2686,2687,CA-2017-133123,2017-09-06,2017-09-11,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360.0,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2017,9,5 days,1.4360364530147047
2687,2688,US-2017-128195,2017-08-04,2017-08-05,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604.0,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,2017,8,1 days,1.6054298910365616
2688,2689,CA-2016-153220,2016-11-12,2016-11-14,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032.0,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,2016,11,2 days,2.8154087194227095
2689,2690,CA-2015-123064,2015-06-30,2015-07-02,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248,2015,7,2 days,1.8322614125373848
2690,2691,CA-2018-156412,2018-12-04,2018-12-08,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346,2018,12,4 days,1.8478246931610038
2691,2692,US-2017-144211,2017-08-28,2017-09-02,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112.0,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,2017,9,5 days,2.8021475244813256
2692,2693,US-2017-144211,2017-08-28,2017-09-02,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112.0,West,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,2017,9,5 days,4.69661837243252
2693,2694,CA-2017-138079,2017-01-22,2017-01-28,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115.0,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,2017,1,6 days,4.7086288943563215
2694,2695,CA-2015-143182,2015-10-15,2015-10-20,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012.0,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,2015,10,5 days,2.7963052488570974
2695,2696,CA-2017-161662,2017-02-07,2017-02-09,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130.0,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2017,2,2 days,3.4452780608973304
2696,2697,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,2015,3,5 days,6.71210529197685
2697,2698,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,2015,3,5 days,10.027450563855467
2698,2699,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,21.376,2015,3,5 days,3.1079889558996587
2699,2700,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,2015,3,5 days,2.199000776737475
2700,2701,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768,2015,3,5 days,3.4584594938289506
2701,2702,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,2015,3,5 days,2.992527142605043
2702,2703,CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,2015,3,5 days,4.815042056869052
2703,2704,CA-2015-143413,2015-05-24,2015-05-30,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,2015,5,6 days,4.764564238138341
2704,2705,CA-2018-156818,2018-07-11,2018-07-13,Second Class,JD-16015,Joy Daniels,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,2018,7,2 days,4.894850261102546
2705,2706,CA-2018-155873,2018-06-16,2018-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220.0,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68,2018,6,5 days,2.8724340572094973
2706,2707,CA-2018-155873,2018-06-16,2018-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220.0,West,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,19.44,2018,6,5 days,3.017493765335504
2707,2708,CA-2018-155873,2018-06-16,2018-06-21,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220.0,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,2018,6,5 days,5.263518861005341
2708,2709,CA-2016-121797,2016-01-30,2016-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049.0,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,2016,2,7 days,5.430923331096058
2709,2710,CA-2016-121797,2016-01-30,2016-02-06,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,2016,2,7 days,7.56058866919754
2710,2711,US-2016-120572,2016-12-11,2016-12-15,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,2016,12,4 days,2.626695522059378
2711,2712,CA-2018-132430,2018-10-09,2018-10-11,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107.0,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,2018,10,2 days,3.847761779174128
2712,2713,CA-2018-146031,2018-07-29,2018-08-01,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180.0,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12,2018,8,3 days,4.112839144858265
2713,2714,CA-2015-110100,2015-04-25,2015-04-29,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403.0,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,2015,4,4 days,5.714972960291848
2714,2715,CA-2016-103723,2016-12-01,2016-12-06,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105.0,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9,2016,12,5 days,2.7013612129514133
2715,2716,CA-2015-127187,2015-12-04,2015-12-08,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2015,12,4 days,4.875044639789907
2716,2717,CA-2018-128475,2018-08-26,2018-09-01,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907.0,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2018,9,6 days,4.290185431008302
2717,2718,CA-2015-100006,2015-09-07,2015-09-13,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,2015,9,6 days,5.937457046276627
2718,2719,CA-2018-144827,2018-12-21,2018-12-27,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627.0,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36,2018,12,6 days,4.831189598047765
2719,2720,CA-2015-110030,2015-12-06,2015-12-08,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095.0,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,2015,12,2 days,3.217915363773076
2720,2721,CA-2015-121286,2015-11-04,2015-11-08,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511.0,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,2015,11,4 days,2.238153232834657
2721,2722,CA-2015-121286,2015-11-04,2015-11-08,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511.0,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,2015,11,4 days,4.081596989399598
2722,2723,CA-2017-164735,2017-04-14,2017-04-19,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304.0,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,2017,4,5 days,4.409155302062135
2723,2724,CA-2015-153479,2015-10-04,2015-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,2015,10,4 days,2.7376090033437546
2724,2725,CA-2015-153479,2015-10-04,2015-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,2015,10,4 days,4.571075512217263
2725,2726,CA-2018-149888,2018-11-07,2018-11-13,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,2018,11,6 days,5.888794852386603
2726,2727,CA-2018-149888,2018-11-07,2018-11-13,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,350.352,2018,11,6 days,5.8617885699515915
2727,2728,CA-2018-119193,2018-12-22,2018-12-24,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,2018,12,2 days,0.9711576333149952
2728,2729,CA-2018-119193,2018-12-22,2018-12-24,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615.0,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958,2018,12,2 days,6.447239299311668
2729,2730,CA-2018-104801,2018-02-13,2018-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,2018,2,6 days,2.0320878452963655
2730,2731,CA-2018-104801,2018-02-13,2018-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105.0,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,2018,2,6 days,6.68581100824341
2731,2732,CA-2018-104801,2018-02-13,2018-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105.0,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,2018,2,6 days,4.687026632457924
2732,2733,CA-2015-107594,2015-07-02,2015-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060.0,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2015,7,4 days,4.317221411307766
2733,2734,CA-2015-107594,2015-07-02,2015-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060.0,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,2015,7,4 days,1.884034745337226
2734,2735,CA-2016-129770,2016-02-21,2016-02-23,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001.0,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,2016,2,2 days,3.9144201300278674
2735,2736,CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711.0,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,2016,11,6 days,5.937457046276627
2736,2737,CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711.0,East,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28,2016,11,6 days,3.767690634538226
2737,2738,CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711.0,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,299.97,2016,11,6 days,5.707010592007626
2738,2739,CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711.0,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,2016,11,6 days,4.510639702141858
2739,2740,CA-2018-122707,2018-04-16,2018-04-18,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244.0,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,2018,4,2 days,6.170112698535628
2740,2741,CA-2018-122707,2018-04-16,2018-04-18,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244.0,South,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2018,4,2 days,3.2950958507796098
2741,2742,CA-2017-165015,2017-02-25,2017-02-27,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055.0,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,2017,2,2 days,3.8653505972297153
2742,2743,CA-2015-149244,2015-11-04,2015-11-08,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2015,11,4 days,3.592919062968025
2743,2744,CA-2016-140144,2016-06-20,2016-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122.0,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,2016,6,5 days,5.555437133417177
2744,2745,CA-2016-140144,2016-06-20,2016-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976,2016,6,5 days,4.843998092222353
2745,2746,CA-2018-163321,2018-08-07,2018-08-11,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540.0,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,2018,8,4 days,4.394350384362713
2746,2747,CA-2015-155887,2015-05-12,2015-05-17,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038.0,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,2015,5,5 days,6.552587769721201
2747,2748,US-2016-165449,2016-11-22,2016-11-26,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034.0,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168,2016,11,4 days,3.338186581852751
2748,2749,CA-2016-110247,2016-12-04,2016-12-08,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303.0,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,2016,12,4 days,2.2220255851356288
2749,2750,US-2015-141257,2015-06-08,2015-06-14,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115.0,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,2015,6,6 days,6.374261325714905
2750,2751,CA-2015-154669,2015-08-08,2015-08-11,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687.0,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,2015,8,3 days,6.05039361463727
2751,2752,CA-2015-158029,2015-05-26,2015-05-30,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008.0,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2015,5,4 days,5.421843876831486
2752,2753,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2016,4,4 days,1.8809906029559977
2753,2754,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,2016,4,4 days,5.781884839543164
2754,2755,CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,2016,4,4 days,6.665632761070125
